Date,Month,Year,Customer ID,Customer Age,Age Group,Customer Gender,Country,State,Product Category,Sub Category,Product,Frame Size,Order Quantity,Unit Cost,Unit Price,Cost,Revenue,Profit
7/11/13,July,2013,11439,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2272,717
7/11/15,July,2015,11439,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",44,3,1555,2443,4665,6816,2151
3/31/14,March,2014,11439,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",44,1,1555,2443,1555,2272,717
3/31/16,March,2016,11439,49,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",44,2,1555,2443,3110,4544,1434
11/25/13,November,2013,11479,24,Youth (<25),M,France,Loir et Cher,Bikes,Road Bikes,"Road-250 Black, 48",48,1,1555,2443,1555,2174,619
11/25/15,November,2015,11479,24,Youth (<25),M,France,Loir et Cher,Bikes,Road Bikes,"Road-250 Black, 48",48,1,1555,2443,1555,2174,619
1/26/14,January,2014,11480,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-750 Black, 44",44,1,344,540,344,443,99
1/26/16,January,2016,11480,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-750 Black, 44",44,1,344,540,344,443,99
8/12/12,August,2012,11591,34,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,5439,1097
8/12/11,August,2011,11591,34,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2719,548
5/22/14,May,2014,11606,22,Youth (<25),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3435,1264
5/22/16,May,2016,11606,22,Youth (<25),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3435,1264
3/11/13,March,2013,11611,23,Youth (<25),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3184,1013
3/11/15,March,2015,11611,23,Youth (<25),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,6369,2027
9/11/13,September,2013,11611,23,Youth (<25),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3184,1013
9/11/15,September,2015,11611,23,Youth (<25),M,France,Loiret,Bikes,Road Bikes,"Road-150 Red, 48",48,3,2171,3578,6513,9553,3040
3/24/12,March,2012,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
3/24/11,March,2011,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,4,2171,3578,8684,14026,5342
3/27/12,March,2012,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
3/27/11,March,2011,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,4,2171,3578,8684,14026,5342
4/7/12,April,2012,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
4/7/11,April,2011,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
4/25/12,April,2012,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
4/25/11,April,2011,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
6/20/12,June,2012,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
6/20/11,June,2011,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
8/2/12,August,2012,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
8/2/11,August,2011,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
1/25/13,January,2013,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
1/25/15,January,2015,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
2/1/13,February,2013,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
2/1/15,February,2015,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,7013,2671
2/14/13,February,2013,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
2/14/15,February,2015,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
11/16/13,November,2013,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3506,1335
11/16/15,November,2015,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,3,2171,3578,6513,10519,4006
2/18/14,February,2014,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3506,1335
2/18/16,February,2016,11625,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3506,1335
4/30/12,April,2012,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,5582,1240
4/30/11,April,2011,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,4,2171,3578,8684,11163,2479
1/10/13,January,2013,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2791,620
1/10/15,January,2015,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2791,620
2/1/13,February,2013,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2791,620
2/1/15,February,2015,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2791,620
7/17/13,July,2013,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
7/17/15,July,2015,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
8/26/13,August,2013,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
8/26/15,August,2015,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
12/3/13,December,2013,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
12/3/15,December,2015,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
12/20/13,December,2013,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
12/20/15,December,2015,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
5/9/14,May,2014,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
5/9/16,May,2016,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
5/15/14,May,2014,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
5/15/16,May,2016,11663,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
4/12/12,April,2012,11678,28,Young Adults (25-34),M,United States,Wyoming,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
4/12/11,April,2011,11678,28,Young Adults (25-34),M,United States,Wyoming,Bikes,Road Bikes,"Road-150 Red, 56",56,4,2171,3578,8684,11163,2479
4/4/12,April,2012,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
4/4/11,April,2011,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
4/27/12,April,2012,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
4/27/11,April,2011,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
7/17/12,July,2012,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
7/17/11,July,2011,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
8/13/12,August,2012,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
8/13/11,August,2011,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
4/3/13,April,2013,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
4/3/15,April,2015,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
4/9/13,April,2013,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
4/9/13,April,2013,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
4/9/15,April,2015,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
4/9/15,April,2015,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
4/24/13,April,2013,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
4/24/15,April,2015,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
5/2/13,May,2013,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
5/2/15,May,2015,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
5/11/13,May,2013,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
5/11/15,May,2015,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
1/10/14,January,2014,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
1/10/16,January,2016,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,5582,1240
5/18/14,May,2014,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
5/18/16,May,2016,11688,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,3,2171,3578,6513,8373,1860
4/19/12,April,2012,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",62,2,2171,3578,4342,6154,1812
4/19/11,April,2011,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",62,1,2171,3578,2171,3077,906
3/7/13,March,2013,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",62,1,2171,3578,2171,3077,906
3/7/15,March,2015,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",62,2,2171,3578,4342,6154,1812
9/24/13,September,2013,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3077,906
9/24/15,September,2015,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3077,906
12/15/13,December,2013,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3077,906
12/15/15,December,2015,11779,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3077,906
4/15/12,April,2012,11933,20,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
4/15/11,April,2011,11933,20,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,2791,620
5/22/12,May,2012,11933,20,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
5/22/11,May,2011,11933,20,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,2791,620
5/1/12,May,2012,11937,20,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,6154,1812
5/1/11,May,2011,11937,20,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,6154,1812
7/20/12,July,2012,11937,20,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,6154,1812
7/20/11,July,2011,11937,20,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 48",48,4,2171,3578,8684,12308,3624
5/21/12,May,2012,12025,19,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,6154,1812
5/21/11,May,2011,12025,19,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3077,906
1/7/13,January,2013,12025,19,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3077,906
1/7/15,January,2015,12025,19,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,6154,1812
4/11/12,April,2012,12027,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
4/11/11,April,2011,12027,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
5/13/12,May,2012,12027,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
5/13/11,May,2011,12027,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,2,2171,3578,4342,5582,1240
1/1/13,January,2013,12027,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,2791,620
1/1/15,January,2015,12027,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",48,3,2171,3578,6513,8373,1860
5/8/12,May,2012,12041,22,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,5582,1240
5/8/11,May,2011,12041,22,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,2791,620
5/12/12,May,2012,12041,22,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,5582,1240
5/12/11,May,2011,12041,22,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 52",52,3,2171,3578,6513,8373,1860
2/1/14,February,2014,12041,22,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",62,1,2171,3578,2171,2791,620
2/1/16,February,2016,12041,22,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",62,1,2171,3578,2171,2791,620
5/2/12,May,2012,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
5/2/11,May,2011,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
5/15/12,May,2012,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
5/15/11,May,2011,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
5/26/12,May,2012,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
5/26/11,May,2011,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3506,1335
7/22/12,July,2012,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
7/22/11,July,2011,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3506,1335
3/6/13,March,2013,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3506,1335
3/6/15,March,2015,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,7013,2671
3/21/13,March,2013,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3506,1335
3/21/15,March,2015,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,3,2171,3578,6513,10519,4006
3/24/13,March,2013,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3506,1335
3/24/15,March,2015,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,3506,1335
10/25/13,October,2013,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
10/25/15,October,2015,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
4/11/14,April,2014,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
4/11/16,April,2016,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
4/29/14,April,2014,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
4/29/16,April,2016,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
6/11/14,June,2014,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,3506,1335
6/11/16,June,2016,12072,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",44,3,2171,3578,6513,10519,4006
5/8/12,May,2012,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
5/8/11,May,2011,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3506,1335
7/3/12,July,2012,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
7/3/11,July,2011,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,3,2171,3578,6513,10519,4006
7/30/12,July,2012,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
7/30/11,July,2011,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
8/2/12,August,2012,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
8/2/11,August,2011,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3506,1335
8/8/12,August,2012,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
8/8/11,August,2011,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,4,2171,3578,8684,14026,5342
9/23/12,September,2012,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,2,2171,3578,4342,7013,2671
9/23/11,September,2011,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",52,1,2171,3578,2171,3506,1335
9/11/13,September,2013,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3506,1335
9/11/15,September,2015,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3506,1335
11/23/13,November,2013,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3506,1335
11/23/15,November,2015,12079,52,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",48,1,2171,3578,2171,3506,1335
5/6/12,May,2012,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
5/6/11,May,2011,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,4,2171,3578,8684,11163,2479
10/12/12,October,2012,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
10/12/11,October,2011,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,2791,620
10/19/12,October,2012,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
10/19/11,October,2011,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
12/7/12,December,2012,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,2,2171,3578,4342,5582,1240
12/7/11,December,2011,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,2791,620
4/5/13,April,2013,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,2791,620
4/5/15,April,2015,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",56,1,2171,3578,2171,2791,620
5/6/13,May,2013,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,1,2171,3578,2171,2791,620
5/6/15,May,2015,12120,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",44,2,2171,3578,4342,5582,1240
